id,full_name,email,password_hash,role,account_status,created_at,updated_at,profile_image_url,program_id,current_study_year,current_semester,must_change_password
18,Lior Peretz,lior.peretz@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,5,First,A,false
19,Dr. Gal Naveh,gal.naveh@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,true
20,Eden Shalom,eden.shalom@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,First,A,false
21,Tamar Biton,tamar.biton@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,7,First,A,false
22,Yael Harari,yael.harari@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,First,B,false
23,Omer Dahan,omer.dahan@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Second,A,false
24,Neta Amar,neta.amar@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,3,First,B,false
25,Amit Cohen,amit.cohen@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,3,Second,A,false
26,Noam Shamir,noam.shamir@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,4,First,B,false
27,Shira Azulay,shira.azulay@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,4,Second,A,false
28,Maya Rahamim,maya.rahamim@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,5,First,B,false
29,Ido Malka,ido.malka@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,5,Second,A,false
30,Roy Ben Simon,roy.bensimon@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,First,B,false
31,Hila Romano,hila.romano@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,6,Second,A,false
32,Ari Golan,ari.golan@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,7,First,B,false
33,Dana Friedman,dana.friedman@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,7,Second,A,false
34,Dr. Amir Sela,amir.sela@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
35,Dr. Hagar Cohen,hagar.cohen@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
36,Dr. Eyal Rosenthal,eyal.rosenthal@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
37,Dr. Michal Zohar,michal.zohar@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
38,Dr. Nadav Bar,nadav.bar@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
39,Dr. Keren Shapira,keren.shapira@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
40,Dr. Roni Tal,roni.tal@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
41,Dr. Yaara Stein,yaara.stein@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
42,Dr. Oren Shaked,oren.shaked@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
43,Dr. Galit Mor,galit.mor@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
44,Dr. Itai Shalev,itai.shalev@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
45,Dr. Liron Katz,liron.katz@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
46,Dr. Talia Green,talia.green@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
47,Dr. Avner Cohen,avner.cohen@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
48,Dr. Noa Klein,noa.klein@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
49,Dr. Yair Naveh,yair.naveh@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
50,Dr. Alma Lavi,alma.lavi@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
51,Dr. Eran Barak,eran.barak@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
52,Dr. Dafna Levi,dafna.levi@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
53,Dr. Uri Mizrahi,uri.mizrahi@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
54,Dr. Yael Shani,yael.shani@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
55,Dr. Miriam Azulay,miriam.azulay@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
56,Dr. Yoav Ben Natan,yoav.bennatan@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
57,Dr. Hadas Avraham,hadas.avraham@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
58,Dr. Gilad Sharabi,gilad.sharabi@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
59,Dr. Noa Aharoni,noa.aharoni@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
60,Dr. Eitan Romano,eitan.romano@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
61,Dr. Sarah Friedman,sarah.friedman@sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,lecturer,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,,,,false
62,Adam Levi,adam.levi@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Second,B,false
63,Noa Cohen,noa.cohen63@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Third,A,false
64,Daniel Mizrahi,daniel.mizrahi64@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Fourth,B,false
65,Maya Avraham,maya.avraham@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,First,A,false
66,Eitan Biton,eitan.biton@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Second,B,false
67,Shira Peretz,shira.peretz@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Third,A,false
68,Amit Dahan,amit.dahan@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Fourth,B,false
69,Tamar Azulay,tamar.azulay@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,First,A,false
70,Ido Barak,ido.barak@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Second,B,false
71,Hila Shalev,hila.shalev@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Third,A,false
72,Roy Katz,roy.katz@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Fourth,B,false
73,Neta Mor,neta.mor@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,First,A,false
74,Omer Naveh,omer.naveh@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Second,B,false
75,Yael Ben Ami,yael.benami@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Third,A,false
76,Lior Shapira,lior.shapira@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Fourth,B,false
77,Roni Tal,roni.tal@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,First,A,false
78,Gal Friedman,gal.friedman@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Second,B,false
79,Dana Amar,dana.amar@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Third,A,false
80,Yair Golan,yair.golan@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,1,Fourth,B,false
81,Alma Harari,alma.harari@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,A,false
82,Itai Romano,itai.romano@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Fourth,B,false
83,Keren Ben David,keren.bendavid@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,First,A,false
84,Uri Shamir,uri.shamir@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Second,B,false
85,Dafna Malka,dafna.malka@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,A,false
86,Eden Sela,eden.sela@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Fourth,B,false
87,Nadav Zohar,nadav.zohar@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,First,A,false
88,Hagar Green,hagar.green@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Second,B,false
89,Oren Lavi,oren.lavi@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,A,false
90,Talia Klein,talia.klein@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Fourth,B,false
91,Avner Shani,avner.shani@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,First,A,false
92,Yarden Rahav,yarden.rahav@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Second,B,false
93,Adi Ohana,adi.ohana@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,A,false
94,Guy Maman,guy.maman@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Fourth,B,false
95,Shani Atias,shani.atias@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,First,A,false
96,Matan Carmi,matan.carmi@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Second,B,false
97,Linoy Kadosh,linoy.kadosh@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,A,false
98,Ariel Yosef,ariel.yosef@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Fourth,B,false
99,Bar Sasson,bar.sasson@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,First,A,false
100,Ofir Hadad,ofir.hadad@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Second,B,false
101,Chen Tzur,chen.tzur@ac.sce.ac.il,$2b$10$1EbZYKGJ50RJqXaDIhXSHeeU.avGvRXajL/a0YFOl8.bYMBMtgLSC,student,active,"""2026-05-24T21:17:43.738Z""","""2026-05-24T21:17:43.738Z""",,2,Third,A,false
